C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/scnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)

counter#250 epoch: 2, test mean loss=0.4342242905363891, test accuracy=0.7975000000000001

counter#251 epoch: 2, test mean loss=0.43727916585522175, test accuracy=0.796

counter#252 epoch: 2, test mean loss=0.43505843355496054, test accuracy=0.796

counter#253 epoch: 2, test mean loss=0.43181301114008164, test accuracy=0.8015000000000001

counter#254 epoch: 2, test mean loss=0.43027465715966484, test accuracy=0.8

counter#255 epoch: 2, test mean loss=0.42823943221102023, test accuracy=0.8029999999999999

counter#256 epoch: 2, test mean loss=0.4275340707683949, test accuracy=0.8035

counter#257 epoch: 2, test mean loss=0.4278401819481372, test accuracy=0.8025000000000002

counter#258 epoch: 2, test mean loss=0.4332945612265043, test accuracy=0.8019999999999999

counter#259 epoch: 2, test mean loss=0.43182592954407034, test accuracy=0.8020000000000002

counter#260 epoch: 2, test mean loss=0.4355353518906083, test accuracy=0.8035

counter#261 epoch: 2, test mean loss=0.44115976887088426, test accuracy=0.7910000000000001

counter#262 epoch: 2, test mean loss=0.4422052275589645, test accuracy=0.7910000000000001

counter#263 epoch: 2, test mean loss=0.42817240606734047, test accuracy=0.8005000000000001

counter#264 epoch: 2, test mean loss=0.4278280326292367, test accuracy=0.8035000000000002

counter#265 epoch: 2, test mean loss=0.4276387636951614, test accuracy=0.8025000000000002

counter#266 epoch: 2, test mean loss=0.4289367617547251, test accuracy=0.7985

counter#267 epoch: 2, test mean loss=0.4272696127792277, test accuracy=0.805

counter#268 epoch: 2, test mean loss=0.4281803923451465, test accuracy=0.8050000000000003

counter#269 epoch: 2, test mean loss=0.4316925125293916, test accuracy=0.8005000000000001

counter#270 epoch: 2, test mean loss=0.44293710731225555, test accuracy=0.7875000000000001

counter#271 epoch: 2, test mean loss=0.436970085116492, test accuracy=0.7935000000000002

counter#272 epoch: 2, test mean loss=0.4287976415392755, test accuracy=0.806

counter#273 epoch: 2, test mean loss=0.427629678065473, test accuracy=0.8024999999999999

counter#274 epoch: 2, test mean loss=0.4268897228540839, test accuracy=0.805

counter#275 epoch: 2, test mean loss=0.42665801244434415, test accuracy=0.8014999999999999

counter#276 epoch: 2, test mean loss=0.4265033323416215, test accuracy=0.805

counter#277 epoch: 2, test mean loss=0.42588320026364423, test accuracy=0.8035

counter#278 epoch: 2, test mean loss=0.42881553423906693, test accuracy=0.8015000000000001

counter#279 epoch: 2, test mean loss=0.4259075860993134, test accuracy=0.8009999999999999

counter#280 epoch: 2, test mean loss=0.4266416065015985, test accuracy=0.807

counter#281 epoch: 2, test mean loss=0.43398239240477665, test accuracy=0.8035

counter#282 epoch: 2, test mean loss=0.43105205280864245, test accuracy=0.8069999999999998

counter#283 epoch: 2, test mean loss=0.42842436677971535, test accuracy=0.8105

counter#284 epoch: 2, test mean loss=0.42595209855031946, test accuracy=0.8055

counter#285 epoch: 2, test mean loss=0.4286491798507763, test accuracy=0.8095000000000001

counter#286 epoch: 2, test mean loss=0.42630745258383984, test accuracy=0.8109999999999999

counter#287 epoch: 2, test mean loss=0.42815596406244677, test accuracy=0.808

counter#288 epoch: 2, test mean loss=0.42694794977584455, test accuracy=0.807

counter#289 epoch: 2, test mean loss=0.4285014020124784, test accuracy=0.8115000000000002

counter#290 epoch: 2, test mean loss=0.42527781083828636, test accuracy=0.808

counter#291 epoch: 2, test mean loss=0.4268923397680049, test accuracy=0.8034999999999999

counter#292 epoch: 2, test mean loss=0.42716965661325046, test accuracy=0.8029999999999999

counter#293 epoch: 2, test mean loss=0.4265758837328598, test accuracy=0.8089999999999998

counter#294 epoch: 2, test mean loss=0.4242371928582158, test accuracy=0.8079999999999998

counter#295 epoch: 2, test mean loss=0.42529707146720475, test accuracy=0.8074999999999999

counter#296 epoch: 2, test mean loss=0.42581852443797025, test accuracy=0.8055

counter#297 epoch: 2, test mean loss=0.4337009620974312, test accuracy=0.8009999999999999

counter#298 epoch: 2, test mean loss=0.427016475179027, test accuracy=0.8039999999999999

counter#299 epoch: 2, test mean loss=0.43125668611356904, test accuracy=0.8025

counter#300 epoch: 2, test mean loss=0.4292293264634381, test accuracy=0.805

counter#301 epoch: 2, test mean loss=0.42936160691296255, test accuracy=0.8049999999999999

counter#302 epoch: 2, test mean loss=0.427150814342882, test accuracy=0.8065

counter#303 epoch: 2, test mean loss=0.42863389325317147, test accuracy=0.8034999999999999

counter#304 epoch: 2, test mean loss=0.42626812246584206, test accuracy=0.8095000000000001

counter#305 epoch: 2, test mean loss=0.42415147158302935, test accuracy=0.8039999999999999

counter#306 epoch: 2, test mean loss=0.42530426864134013, test accuracy=0.8055

counter#307 epoch: 2, test mean loss=0.4246943387098755, test accuracy=0.8065

counter#308 epoch: 2, test mean loss=0.42791797106492024, test accuracy=0.8105

counter#309 epoch: 2, test mean loss=0.4289063378979172, test accuracy=0.8099999999999999

counter#310 epoch: 2, test mean loss=0.4372413450588146, test accuracy=0.798

counter#311 epoch: 2, test mean loss=0.4298912896327237, test accuracy=0.804

counter#312 epoch: 2, test mean loss=0.43081768387842656, test accuracy=0.8035

counter#313 epoch: 2, test mean loss=0.4332593149943074, test accuracy=0.8009999999999999

counter#314 epoch: 2, test mean loss=0.4318736518682309, test accuracy=0.8025

counter#315 epoch: 2, test mean loss=0.4301047159126898, test accuracy=0.8049999999999999

counter#316 epoch: 2, test mean loss=0.43582995559517246, test accuracy=0.8019999999999999

counter#317 epoch: 2, test mean loss=0.43243163224445685, test accuracy=0.806

counter#318 epoch: 2, test mean loss=0.4367033561986474, test accuracy=0.807

counter#319 epoch: 2, test mean loss=0.43374050167347133, test accuracy=0.8039999999999999

counter#320 epoch: 2, test mean loss=0.4383939756079257, test accuracy=0.8035

counter#321 epoch: 2, test mean loss=0.44816760772394043, test accuracy=0.7955

counter#322 epoch: 2, test mean loss=0.4476282903384493, test accuracy=0.8025

counter#323 epoch: 2, test mean loss=0.4431613025425635, test accuracy=0.7990000000000002

counter#324 epoch: 2, test mean loss=0.44446350169030807, test accuracy=0.8005000000000001

counter#325 epoch: 2, test mean loss=0.44428149808777706, test accuracy=0.8025

counter#326 epoch: 2, test mean loss=0.44458746329511045, test accuracy=0.8045

counter#327 epoch: 2, test mean loss=0.44627070073042674, test accuracy=0.8029999999999999

counter#328 epoch: 2, test mean loss=0.4459324251716391, test accuracy=0.8029999999999999

counter#329 epoch: 2, test mean loss=0.44374646390528794, test accuracy=0.8014999999999999

counter#330 epoch: 2, test mean loss=0.44524159778912276, test accuracy=0.8045

counter#331 epoch: 2, test mean loss=0.44759972493229283, test accuracy=0.8064999999999998

counter#332 epoch: 2, test mean loss=0.443115071497473, test accuracy=0.8019999999999998

counter#333 epoch: 2, test mean loss=0.44112417159591083, test accuracy=0.7999999999999999

counter#334 epoch: 2, test mean loss=0.440140233182084, test accuracy=0.7999999999999999

counter#335 epoch: 2, test mean loss=0.44099238358356263, test accuracy=0.8009999999999998

counter#336 epoch: 2, test mean loss=0.4453465311735405, test accuracy=0.7945

counter#337 epoch: 2, test mean loss=0.44453333802141703, test accuracy=0.7885

counter#338 epoch: 2, test mean loss=0.4434753703006584, test accuracy=0.7895000000000001

counter#339 epoch: 2, test mean loss=0.4361034819377454, test accuracy=0.7995

counter#340 epoch: 2, test mean loss=0.441089774847376, test accuracy=0.7905

counter#341 epoch: 2, test mean loss=0.43221673479156497, test accuracy=0.7989999999999999

counter#342 epoch: 2, test mean loss=0.44459411070645694, test accuracy=0.791

counter#343 epoch: 2, test mean loss=0.44023706003707047, test accuracy=0.7945

counter#344 epoch: 2, test mean loss=0.4297316215082745, test accuracy=0.7945

counter#345 epoch: 2, test mean loss=0.4310434402754318, test accuracy=0.796

counter#346 epoch: 2, test mean loss=0.43030283027857896, test accuracy=0.7965

counter#347 epoch: 2, test mean loss=0.43018243170260906, test accuracy=0.7985

counter#348 epoch: 2, test mean loss=0.43064465556201925, test accuracy=0.8004999999999999

counter#349 epoch: 2, test mean loss=0.43152656435327125, test accuracy=0.8010000000000002

counter#350 epoch: 2, test mean loss=0.43013330020278817, test accuracy=0.804

counter#351 epoch: 2, test mean loss=0.43305991502994745, test accuracy=0.8014999999999999

counter#352 epoch: 2, test mean loss=0.42978776316682843, test accuracy=0.8039999999999999

counter#353 epoch: 2, test mean loss=0.4320670760120843, test accuracy=0.8019999999999999

counter#354 epoch: 2, test mean loss=0.4307830093093477, test accuracy=0.804

counter#355 epoch: 2, test mean loss=0.43118943442539265, test accuracy=0.8014999999999999

counter#356 epoch: 2, test mean loss=0.4405376943135348, test accuracy=0.7975000000000001

counter#357 epoch: 2, test mean loss=0.4339560088092698, test accuracy=0.8015000000000001

counter#358 epoch: 2, test mean loss=0.43165388428013374, test accuracy=0.805

counter#359 epoch: 2, test mean loss=0.42909780238795703, test accuracy=0.806

counter#360 epoch: 3, test mean loss=0.4305061137800171, test accuracy=0.8045

counter#361 epoch: 3, test mean loss=0.42739669821205845, test accuracy=0.8015000000000001

counter#362 epoch: 3, test mean loss=0.4321090586667774, test accuracy=0.8074999999999999

counter#363 epoch: 3, test mean loss=0.42695601320100146, test accuracy=0.7995000000000001

counter#364 epoch: 3, test mean loss=0.42695403165044643, test accuracy=0.8025

counter#365 epoch: 3, test mean loss=0.4271230098576024, test accuracy=0.8020000000000002

counter#366 epoch: 3, test mean loss=0.4301133570738894, test accuracy=0.7989999999999998

counter#367 epoch: 3, test mean loss=0.43133310398685004, test accuracy=0.8029999999999999

counter#368 epoch: 3, test mean loss=0.4291819122456134, test accuracy=0.8019999999999999

counter#369 epoch: 3, test mean loss=0.43356404678145194, test accuracy=0.8035

counter#370 epoch: 3, test mean loss=0.4318857527779062, test accuracy=0.804

counter#371 epoch: 3, test mean loss=0.4331496623017346, test accuracy=0.8005000000000001

counter#372 epoch: 3, test mean loss=0.4302743986465388, test accuracy=0.8005000000000001

counter#373 epoch: 3, test mean loss=0.42915679336361634, test accuracy=0.8025

counter#374 epoch: 3, test mean loss=0.430394122238547, test accuracy=0.7975

counter#375 epoch: 3, test mean loss=0.4405502422380748, test accuracy=0.789

counter#376 epoch: 3, test mean loss=0.4363687902763772, test accuracy=0.7955

counter#377 epoch: 3, test mean loss=0.43998587959350777, test accuracy=0.7865

counter#378 epoch: 3, test mean loss=0.43349220328535176, test accuracy=0.7979999999999999

counter#379 epoch: 3, test mean loss=0.4341670920119052, test accuracy=0.7955000000000001

counter#380 epoch: 3, test mean loss=0.4306353965974906, test accuracy=0.8004999999999999

counter#381 epoch: 3, test mean loss=0.43323863729671475, test accuracy=0.8005000000000001

counter#382 epoch: 3, test mean loss=0.43127490615549097, test accuracy=0.8055000000000001

counter#383 epoch: 3, test mean loss=0.433190293413681, test accuracy=0.8004999999999999

counter#384 epoch: 3, test mean loss=0.4352288881531868, test accuracy=0.805

counter#385 epoch: 3, test mean loss=0.43397717510574996, test accuracy=0.806

counter#386 epoch: 3, test mean loss=0.43632824314026797, test accuracy=0.8059999999999998

counter#387 epoch: 3, test mean loss=0.4350754639663652, test accuracy=0.8009999999999999

counter#388 epoch: 3, test mean loss=0.436423762612592, test accuracy=0.8

counter#389 epoch: 3, test mean loss=0.436663856119624, test accuracy=0.8015000000000001

counter#390 epoch: 3, test mean loss=0.43364516972818307, test accuracy=0.8014999999999999

counter#391 epoch: 3, test mean loss=0.43683895664529215, test accuracy=0.8015000000000001

counter#392 epoch: 3, test mean loss=0.43562733904599665, test accuracy=0.806

counter#393 epoch: 3, test mean loss=0.4470889722954848, test accuracy=0.7935

counter#394 epoch: 3, test mean loss=0.4419863592640856, test accuracy=0.7965

counter#395 epoch: 3, test mean loss=0.4363043396038999, test accuracy=0.8015000000000001

counter#396 epoch: 3, test mean loss=0.4357790362782522, test accuracy=0.8009999999999999

counter#397 epoch: 3, test mean loss=0.43577207879507524, test accuracy=0.799

counter#398 epoch: 3, test mean loss=0.4384299822450856, test accuracy=0.7999999999999999

counter#399 epoch: 3, test mean loss=0.4391604713401073, test accuracy=0.8

counter#400 epoch: 3, test mean loss=0.44100553445668356, test accuracy=0.7995000000000001

counter#401 epoch: 3, test mean loss=0.44224539463196527, test accuracy=0.7965000000000002

counter#402 epoch: 3, test mean loss=0.436324912603153, test accuracy=0.797

counter#403 epoch: 3, test mean loss=0.4352356138633516, test accuracy=0.798

counter#404 epoch: 3, test mean loss=0.4331163803289136, test accuracy=0.8009999999999999

counter#405 epoch: 3, test mean loss=0.4357030548838446, test accuracy=0.8015000000000001

counter#406 epoch: 3, test mean loss=0.43597727160066635, test accuracy=0.8015000000000001

counter#407 epoch: 3, test mean loss=0.4353784931224237, test accuracy=0.804

counter#408 epoch: 3, test mean loss=0.43955100353535154, test accuracy=0.8019999999999999

counter#409 epoch: 3, test mean loss=0.4375252565407678, test accuracy=0.8025

counter#410 epoch: 3, test mean loss=0.43752212310724736, test accuracy=0.8045

counter#411 epoch: 3, test mean loss=0.43803487418804005, test accuracy=0.806

counter#412 epoch: 3, test mean loss=0.44632858122490593, test accuracy=0.8019999999999999

counter#413 epoch: 3, test mean loss=0.4366642677070899, test accuracy=0.8069999999999998

counter#414 epoch: 3, test mean loss=0.43815386700328096, test accuracy=0.806

counter#415 epoch: 3, test mean loss=0.4396018670491449, test accuracy=0.8059999999999998

counter#416 epoch: 3, test mean loss=0.44246321634557395, test accuracy=0.804

counter#417 epoch: 3, test mean loss=0.4399935944936987, test accuracy=0.8055

counter#418 epoch: 3, test mean loss=0.4416483307060128, test accuracy=0.8074999999999999

counter#419 epoch: 3, test mean loss=0.441367118334124, test accuracy=0.8084999999999999

counter#420 epoch: 3, test mean loss=0.44184499947267125, test accuracy=0.805

counter#421 epoch: 3, test mean loss=0.44252158443823575, test accuracy=0.8034999999999999

counter#422 epoch: 3, test mean loss=0.4381806411942274, test accuracy=0.8059999999999998

counter#423 epoch: 3, test mean loss=0.4343996668214195, test accuracy=0.8030000000000002

counter#424 epoch: 3, test mean loss=0.4370853480998217, test accuracy=0.8009999999999999

counter#425 epoch: 3, test mean loss=0.4328189077709297, test accuracy=0.8004999999999999

counter#426 epoch: 3, test mean loss=0.4344561746870646, test accuracy=0.8025

counter#427 epoch: 3, test mean loss=0.4345348817081889, test accuracy=0.8045

counter#428 epoch: 3, test mean loss=0.4323693090556987, test accuracy=0.8049999999999999

counter#429 epoch: 3, test mean loss=0.4314701776055375, test accuracy=0.7999999999999998

counter#430 epoch: 3, test mean loss=0.4349066976658172, test accuracy=0.7990000000000002

counter#431 epoch: 3, test mean loss=0.4344715883182432, test accuracy=0.7990000000000002

counter#432 epoch: 3, test mean loss=0.43574464046136274, test accuracy=0.8

counter#433 epoch: 3, test mean loss=0.4309942431736693, test accuracy=0.799

counter#434 epoch: 3, test mean loss=0.4344798428348155, test accuracy=0.8000000000000002

counter#435 epoch: 3, test mean loss=0.4342696024887651, test accuracy=0.8025

counter#436 epoch: 3, test mean loss=0.43172944837385285, test accuracy=0.8020000000000002

counter#437 epoch: 3, test mean loss=0.43042949370065386, test accuracy=0.8004999999999999

counter#438 epoch: 3, test mean loss=0.43553521941515044, test accuracy=0.8049999999999999

counter#439 epoch: 3, test mean loss=0.43712072360633086, test accuracy=0.8039999999999999

counter#440 epoch: 3, test mean loss=0.440874980504545, test accuracy=0.8

counter#441 epoch: 3, test mean loss=0.44688818373582856, test accuracy=0.796

counter#442 epoch: 3, test mean loss=0.44051441204419495, test accuracy=0.8009999999999999

counter#443 epoch: 3, test mean loss=0.4347549186881833, test accuracy=0.797

counter#444 epoch: 3, test mean loss=0.4347791819256958, test accuracy=0.7969999999999999

counter#445 epoch: 3, test mean loss=0.4340239750231957, test accuracy=0.8015000000000001

counter#446 epoch: 3, test mean loss=0.4368508950950235, test accuracy=0.8019999999999999

counter#447 epoch: 3, test mean loss=0.4302786438098901, test accuracy=0.8089999999999998

counter#448 epoch: 3, test mean loss=0.4322910715049947, test accuracy=0.8049999999999999

counter#449 epoch: 3, test mean loss=0.43550192988219205, test accuracy=0.794

counter#450 epoch: 3, test mean loss=0.44834349413562935, test accuracy=0.788

counter#451 epoch: 3, test mean loss=0.4446837875973645, test accuracy=0.7865000000000001

counter#452 epoch: 3, test mean loss=0.4321367461722111, test accuracy=0.794

counter#453 epoch: 3, test mean loss=0.43174699944498107, test accuracy=0.7945

counter#454 epoch: 3, test mean loss=0.43401333212608534, test accuracy=0.7965

counter#455 epoch: 3, test mean loss=0.436304978942621, test accuracy=0.793

counter#456 epoch: 3, test mean loss=0.43632738919646996, test accuracy=0.7925

counter#457 epoch: 3, test mean loss=0.4358671191855784, test accuracy=0.796

counter#458 epoch: 3, test mean loss=0.44372638899697847, test accuracy=0.7955000000000001

counter#459 epoch: 3, test mean loss=0.4356218253506892, test accuracy=0.7945000000000001

counter#460 epoch: 3, test mean loss=0.4379989937257519, test accuracy=0.7895000000000001

counter#461 epoch: 3, test mean loss=0.4454694914245728, test accuracy=0.7885

counter#462 epoch: 3, test mean loss=0.44279552678005557, test accuracy=0.7905000000000001

counter#463 epoch: 3, test mean loss=0.4443242230923515, test accuracy=0.793

counter#464 epoch: 3, test mean loss=0.44440514486408256, test accuracy=0.7945

counter#465 epoch: 3, test mean loss=0.44234942155324514, test accuracy=0.7925000000000001

counter#466 epoch: 3, test mean loss=0.44204210495053686, test accuracy=0.7975000000000001

counter#467 epoch: 3, test mean loss=0.4443988140597071, test accuracy=0.7955000000000002

counter#468 epoch: 3, test mean loss=0.4433430229054961, test accuracy=0.792

counter#469 epoch: 3, test mean loss=0.44518000503198757, test accuracy=0.7925000000000001

counter#470 epoch: 3, test mean loss=0.43850714128108537, test accuracy=0.7965

counter#471 epoch: 3, test mean loss=0.442587972625864, test accuracy=0.798

counter#472 epoch: 3, test mean loss=0.44202992763585236, test accuracy=0.8005000000000001

counter#473 epoch: 3, test mean loss=0.44030421342080867, test accuracy=0.8045

counter#474 epoch: 3, test mean loss=0.4396030221110564, test accuracy=0.8019999999999999

counter#475 epoch: 3, test mean loss=0.4416498244400054, test accuracy=0.7960000000000003

counter#476 epoch: 3, test mean loss=0.4419278674071136, test accuracy=0.8005000000000001

counter#477 epoch: 3, test mean loss=0.44876448899774496, test accuracy=0.797

counter#478 epoch: 3, test mean loss=0.4437257549040681, test accuracy=0.8

counter#479 epoch: 3, test mean loss=0.4447047817863554, test accuracy=0.8

counter#480 epoch: 3, test mean loss=0.4444980076313869, test accuracy=0.7965

counter#481 epoch: 3, test mean loss=0.4457410819899672, test accuracy=0.8004999999999999

counter#482 epoch: 3, test mean loss=0.45142034335213266, test accuracy=0.8045

counter#483 epoch: 3, test mean loss=0.44936531558128046, test accuracy=0.8025

counter#484 epoch: 3, test mean loss=0.4492612474465633, test accuracy=0.8024999999999999

counter#485 epoch: 3, test mean loss=0.4462803085267549, test accuracy=0.8029999999999999

counter#486 epoch: 3, test mean loss=0.4492278837720326, test accuracy=0.7995000000000001

counter#487 epoch: 3, test mean loss=0.4473666029200182, test accuracy=0.8030000000000002

counter#488 epoch: 3, test mean loss=0.45240328504973804, test accuracy=0.8025

counter#489 epoch: 3, test mean loss=0.45706754314691667, test accuracy=0.8025000000000002

counter#490 epoch: 3, test mean loss=0.4563551061492964, test accuracy=0.7975

counter#491 epoch: 3, test mean loss=0.45753440937646683, test accuracy=0.8

counter#492 epoch: 3, test mean loss=0.4572880397275636, test accuracy=0.8020000000000002

counter#493 epoch: 3, test mean loss=0.4589004278679852, test accuracy=0.7990000000000002

counter#494 epoch: 3, test mean loss=0.4632038243928077, test accuracy=0.8000000000000002

counter#495 epoch: 3, test mean loss=0.45907767814381667, test accuracy=0.7985000000000001

counter#496 epoch: 3, test mean loss=0.46292766154085185, test accuracy=0.7995000000000001

counter#497 epoch: 3, test mean loss=0.4644141438546979, test accuracy=0.8

counter#498 epoch: 3, test mean loss=0.4678501058088672, test accuracy=0.796

counter#499 epoch: 3, test mean loss=0.46772458268387185, test accuracy=0.7985000000000001

counter#500 epoch: 3, test mean loss=0.4672290380961788, test accuracy=0.7975

counter#501 epoch: 3, test mean loss=0.47689922959930797, test accuracy=0.7875000000000001

counter#502 epoch: 3, test mean loss=0.4794234026289511, test accuracy=0.7859999999999999

counter#503 epoch: 3, test mean loss=0.4699754746998498, test accuracy=0.7985

counter#504 epoch: 3, test mean loss=0.47652294852890903, test accuracy=0.7995

counter#505 epoch: 3, test mean loss=0.4845380498410764, test accuracy=0.8009999999999999

counter#506 epoch: 3, test mean loss=0.48513703246291245, test accuracy=0.7985

counter#507 epoch: 3, test mean loss=0.48615995326653644, test accuracy=0.8

counter#508 epoch: 3, test mean loss=0.48483994783722173, test accuracy=0.7955000000000001

counter#509 epoch: 3, test mean loss=0.47846324618399694, test accuracy=0.7914999999999999

counter#510 epoch: 3, test mean loss=0.47900254454355135, test accuracy=0.7975000000000002

counter#511 epoch: 3, test mean loss=0.48718012055055715, test accuracy=0.7975000000000001

counter#512 epoch: 3, test mean loss=0.4848144127857834, test accuracy=0.8015000000000001

counter#513 epoch: 3, test mean loss=0.4807930409493017, test accuracy=0.7969999999999999

counter#514 epoch: 3, test mean loss=0.47637030839501904, test accuracy=0.7975

counter#515 epoch: 3, test mean loss=0.476395416920082, test accuracy=0.7955

counter#516 epoch: 3, test mean loss=0.48044619451374915, test accuracy=0.7899999999999999

counter#517 epoch: 3, test mean loss=0.4695200292550986, test accuracy=0.7910000000000001

counter#518 epoch: 3, test mean loss=0.47603662677119274, test accuracy=0.7850000000000001

counter#519 epoch: 3, test mean loss=0.4719269732405399, test accuracy=0.7950000000000002

counter#520 epoch: 3, test mean loss=0.47294930397669843, test accuracy=0.7879999999999999

counter#521 epoch: 3, test mean loss=0.4694689461030947, test accuracy=0.7925000000000001

counter#522 epoch: 3, test mean loss=0.47599743619728974, test accuracy=0.7790000000000001

counter#523 epoch: 3, test mean loss=0.46507530428986943, test accuracy=0.7865

counter#524 epoch: 3, test mean loss=0.4547731817271773, test accuracy=0.7925000000000001

counter#525 epoch: 3, test mean loss=0.45778751488238634, test accuracy=0.7925000000000001

counter#526 epoch: 3, test mean loss=0.463017640906635, test accuracy=0.7900000000000001

counter#527 epoch: 3, test mean loss=0.46286554532949725, test accuracy=0.793

counter#528 epoch: 3, test mean loss=0.46607606422750114, test accuracy=0.7945

counter#529 epoch: 3, test mean loss=0.4647466760003377, test accuracy=0.7955

counter#530 epoch: 3, test mean loss=0.46665638944583776, test accuracy=0.7965

counter#531 epoch: 3, test mean loss=0.4664745181967046, test accuracy=0.7959999999999999

counter#532 epoch: 3, test mean loss=0.46340339712659195, test accuracy=0.7935000000000001

counter#533 epoch: 3, test mean loss=0.46628657734282275, test accuracy=0.7929999999999999

counter#534 epoch: 3, test mean loss=0.46224605743737257, test accuracy=0.7945

counter#535 epoch: 3, test mean loss=0.46124479088596065, test accuracy=0.7940000000000002

counter#536 epoch: 3, test mean loss=0.4698391148743042, test accuracy=0.791

counter#537 epoch: 3, test mean loss=0.4578271020708146, test accuracy=0.793

counter#538 epoch: 3, test mean loss=0.4605900224808693, test accuracy=0.7935

counter#539 epoch: 3, test mean loss=0.4598980918422006, test accuracy=0.7965000000000001

counter#0 epoch: 1, test mean loss=0.6936465245985486, test accuracy=0.49650000000000005

counter#1 epoch: 1, test mean loss=0.6931366742621162, test accuracy=0.5035

counter#2 epoch: 1, test mean loss=0.6941380336357417, test accuracy=0.5035

counter#3 epoch: 1, test mean loss=0.6931426173954295, test accuracy=0.5035

counter#4 epoch: 1, test mean loss=0.6932379450372718, test accuracy=0.49650000000000005

counter#5 epoch: 1, test mean loss=0.6932086327747523, test accuracy=0.5035

counter#6 epoch: 1, test mean loss=0.6939331615108016, test accuracy=0.5035

counter#7 epoch: 1, test mean loss=0.6948675408149316, test accuracy=0.5035

counter#8 epoch: 1, test mean loss=0.6945379051797096, test accuracy=0.5035

counter#9 epoch: 1, test mean loss=0.6961559654650962, test accuracy=0.5035

counter#10 epoch: 1, test mean loss=0.6948580743308648, test accuracy=0.5035

counter#11 epoch: 1, test mean loss=0.6933161442736923, test accuracy=0.5035

counter#12 epoch: 1, test mean loss=0.6932551145846355, test accuracy=0.5035

counter#13 epoch: 1, test mean loss=0.6935214917813142, test accuracy=0.5035

counter#14 epoch: 1, test mean loss=0.6933439829313306, test accuracy=0.5035

counter#15 epoch: 1, test mean loss=0.6931376150196842, test accuracy=0.5035

counter#16 epoch: 1, test mean loss=0.6932106578469658, test accuracy=0.49650000000000005

counter#17 epoch: 1, test mean loss=0.6933257090385919, test accuracy=0.49650000000000005

counter#18 epoch: 1, test mean loss=0.6931772844417212, test accuracy=0.49650000000000005

counter#19 epoch: 1, test mean loss=0.6931332332281432, test accuracy=0.49650000000000005

counter#20 epoch: 1, test mean loss=0.693092169945331, test accuracy=0.5035

counter#21 epoch: 1, test mean loss=0.6931160578439689, test accuracy=0.5035

counter#22 epoch: 1, test mean loss=0.6931470915178088, test accuracy=0.49650000000000005

counter#23 epoch: 1, test mean loss=0.6931206313860392, test accuracy=0.49650000000000005

counter#24 epoch: 1, test mean loss=0.6931601916910933, test accuracy=0.49650000000000005

counter#25 epoch: 1, test mean loss=0.6931294147308596, test accuracy=0.49650000000000005

counter#26 epoch: 1, test mean loss=0.6931333106007024, test accuracy=0.49650000000000005

counter#27 epoch: 1, test mean loss=0.693285672799044, test accuracy=0.49650000000000005

counter#28 epoch: 1, test mean loss=0.6933579542535973, test accuracy=0.49650000000000005

counter#29 epoch: 1, test mean loss=0.6931697448032146, test accuracy=0.49650000000000005

counter#30 epoch: 1, test mean loss=0.6931594603623171, test accuracy=0.49650000000000005

counter#31 epoch: 1, test mean loss=0.6933088271461951, test accuracy=0.49650000000000005

counter#32 epoch: 1, test mean loss=0.6933399941679337, test accuracy=0.49650000000000005

counter#33 epoch: 1, test mean loss=0.6935086433674522, test accuracy=0.49650000000000005

counter#34 epoch: 1, test mean loss=0.6934780898824041, test accuracy=0.49650000000000005

counter#35 epoch: 1, test mean loss=0.6932712473066912, test accuracy=0.49650000000000005

counter#36 epoch: 1, test mean loss=0.6930837820092676, test accuracy=0.49650000000000005

counter#37 epoch: 1, test mean loss=0.6932088895956818, test accuracy=0.49650000000000005

counter#38 epoch: 1, test mean loss=0.6932295274041966, test accuracy=0.49650000000000005

counter#39 epoch: 1, test mean loss=0.6930795227836754, test accuracy=0.49650000000000005

counter#40 epoch: 1, test mean loss=0.6930260076034036, test accuracy=0.5025

counter#41 epoch: 1, test mean loss=0.6930999403942254, test accuracy=0.49650000000000005

counter#42 epoch: 1, test mean loss=0.6929621283213119, test accuracy=0.5469999999999999

counter#43 epoch: 1, test mean loss=0.6929060035986401, test accuracy=0.5035

counter#44 epoch: 1, test mean loss=0.6931375889026188, test accuracy=0.5035

counter#45 epoch: 1, test mean loss=0.6929737359771292, test accuracy=0.5035

