C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/scnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)

counter#24 epoch: 1, test mean loss=0.6932399843487559, test accuracy=0.49650000000000005

counter#25 epoch: 1, test mean loss=0.693210228545418, test accuracy=0.49650000000000005

counter#26 epoch: 1, test mean loss=0.6931484880039478, test accuracy=0.49650000000000005

counter#27 epoch: 1, test mean loss=0.6932815649296022, test accuracy=0.49650000000000005

counter#28 epoch: 1, test mean loss=0.6933734587295777, test accuracy=0.49650000000000005

counter#29 epoch: 1, test mean loss=0.6931475225472338, test accuracy=0.49650000000000005

counter#30 epoch: 1, test mean loss=0.6931220945688417, test accuracy=0.49650000000000005

counter#31 epoch: 1, test mean loss=0.6932737736807961, test accuracy=0.49650000000000005

counter#32 epoch: 1, test mean loss=0.6932450833142946, test accuracy=0.49650000000000005

counter#33 epoch: 1, test mean loss=0.6933928455680014, test accuracy=0.49650000000000005

counter#34 epoch: 1, test mean loss=0.6933510505626808, test accuracy=0.49650000000000005

counter#35 epoch: 1, test mean loss=0.6931246781033786, test accuracy=0.49650000000000005

counter#36 epoch: 1, test mean loss=0.6929493935118537, test accuracy=0.5105000000000002

counter#37 epoch: 1, test mean loss=0.6930491332045104, test accuracy=0.49650000000000005

counter#38 epoch: 1, test mean loss=0.6930246083650418, test accuracy=0.49650000000000005

counter#39 epoch: 1, test mean loss=0.6928358288403886, test accuracy=0.49650000000000005

counter#40 epoch: 1, test mean loss=0.6927496143570636, test accuracy=0.6015000000000001

counter#41 epoch: 1, test mean loss=0.6927466211620115, test accuracy=0.49650000000000005

counter#42 epoch: 1, test mean loss=0.692579808794646, test accuracy=0.6015

counter#43 epoch: 1, test mean loss=0.6924982706763912, test accuracy=0.5035

counter#44 epoch: 1, test mean loss=0.6925047540041757, test accuracy=0.5035

counter#45 epoch: 1, test mean loss=0.692310392019407, test accuracy=0.5035

counter#46 epoch: 1, test mean loss=0.6921087320826509, test accuracy=0.5035

counter#47 epoch: 1, test mean loss=0.6917365001696215, test accuracy=0.5845

counter#48 epoch: 1, test mean loss=0.6915628000675923, test accuracy=0.5835000000000001

counter#49 epoch: 1, test mean loss=0.6911922039086396, test accuracy=0.6099999999999999

counter#50 epoch: 1, test mean loss=0.6911005925256549, test accuracy=0.5784999999999999

counter#51 epoch: 1, test mean loss=0.6905823599675311, test accuracy=0.5215

counter#52 epoch: 1, test mean loss=0.6895243412637273, test accuracy=0.6050000000000001

counter#53 epoch: 1, test mean loss=0.6888027083984574, test accuracy=0.6180000000000001

counter#54 epoch: 1, test mean loss=0.6877281750478954, test accuracy=0.6164999999999999

counter#55 epoch: 1, test mean loss=0.6861189543175563, test accuracy=0.647

counter#56 epoch: 1, test mean loss=0.6845234193242933, test accuracy=0.6234999999999998

counter#57 epoch: 1, test mean loss=0.6814599820168542, test accuracy=0.6629999999999999

counter#58 epoch: 1, test mean loss=0.6784939532990454, test accuracy=0.6404999999999998

counter#59 epoch: 1, test mean loss=0.6735219601070244, test accuracy=0.646

counter#60 epoch: 1, test mean loss=0.6682466325886336, test accuracy=0.6479999999999999

counter#61 epoch: 1, test mean loss=0.6605914961519119, test accuracy=0.6685000000000001

counter#62 epoch: 1, test mean loss=0.654268925275675, test accuracy=0.6685000000000001

counter#63 epoch: 1, test mean loss=0.6435389025469518, test accuracy=0.6685000000000001

counter#64 epoch: 1, test mean loss=0.6343773211305918, test accuracy=0.6965

counter#65 epoch: 1, test mean loss=0.6206736011688203, test accuracy=0.6890000000000001

counter#66 epoch: 1, test mean loss=0.6131370068193052, test accuracy=0.6745000000000001

counter#67 epoch: 1, test mean loss=0.5955323228036884, test accuracy=0.6930000000000001

counter#68 epoch: 1, test mean loss=0.5854832236104992, test accuracy=0.687

counter#69 epoch: 1, test mean loss=0.5841706406172507, test accuracy=0.6964999999999999

counter#70 epoch: 1, test mean loss=0.579895067049908, test accuracy=0.6810000000000002

counter#71 epoch: 1, test mean loss=0.5782822852987141, test accuracy=0.6769999999999999

counter#72 epoch: 1, test mean loss=0.565524004595926, test accuracy=0.698

counter#73 epoch: 1, test mean loss=0.5554274873390863, test accuracy=0.717

counter#74 epoch: 1, test mean loss=0.5463081413107754, test accuracy=0.7195

counter#75 epoch: 1, test mean loss=0.5391995189109721, test accuracy=0.7215

counter#76 epoch: 1, test mean loss=0.5365790464132878, test accuracy=0.7194999999999998

counter#77 epoch: 1, test mean loss=0.5359239074299162, test accuracy=0.715

counter#78 epoch: 1, test mean loss=0.5534853544307994, test accuracy=0.711

counter#79 epoch: 1, test mean loss=0.5460763850912869, test accuracy=0.7144999999999999

counter#80 epoch: 1, test mean loss=0.5440589789741442, test accuracy=0.6969999999999998

counter#81 epoch: 1, test mean loss=0.5538844951089895, test accuracy=0.7014999999999999

counter#82 epoch: 1, test mean loss=0.5391295932104038, test accuracy=0.7119999999999999

counter#83 epoch: 1, test mean loss=0.5488292293020255, test accuracy=0.7140000000000001

counter#84 epoch: 1, test mean loss=0.5342454249119035, test accuracy=0.7215

counter#85 epoch: 1, test mean loss=0.5317232914345469, test accuracy=0.7215

counter#86 epoch: 1, test mean loss=0.5282665576486676, test accuracy=0.7205

counter#87 epoch: 1, test mean loss=0.528810530138881, test accuracy=0.7189999999999999

counter#88 epoch: 1, test mean loss=0.527563457029594, test accuracy=0.725

counter#89 epoch: 1, test mean loss=0.5260654058732946, test accuracy=0.7274999999999999

counter#90 epoch: 1, test mean loss=0.5369191942454538, test accuracy=0.7245

counter#91 epoch: 1, test mean loss=0.5314571136805597, test accuracy=0.7204999999999999

counter#92 epoch: 1, test mean loss=0.5278437132564546, test accuracy=0.7259999999999999

counter#93 epoch: 1, test mean loss=0.5278449144597948, test accuracy=0.7225

counter#94 epoch: 1, test mean loss=0.5237676565727163, test accuracy=0.728

counter#95 epoch: 1, test mean loss=0.5229225686630895, test accuracy=0.7215

counter#96 epoch: 1, test mean loss=0.5222283757152598, test accuracy=0.7234999999999998

counter#97 epoch: 1, test mean loss=0.5281324421147328, test accuracy=0.7230000000000001

counter#98 epoch: 1, test mean loss=0.523535122133254, test accuracy=0.7270000000000001

counter#99 epoch: 1, test mean loss=0.5187689523561971, test accuracy=0.7285

counter#100 epoch: 1, test mean loss=0.5239371772775011, test accuracy=0.7285

counter#101 epoch: 1, test mean loss=0.5242631472581666, test accuracy=0.7259999999999999

counter#102 epoch: 1, test mean loss=0.5161497144739119, test accuracy=0.7395

counter#103 epoch: 1, test mean loss=0.523789272675489, test accuracy=0.7340000000000001

counter#104 epoch: 1, test mean loss=0.514140800645839, test accuracy=0.7295

counter#105 epoch: 1, test mean loss=0.5188277509231582, test accuracy=0.734

counter#106 epoch: 1, test mean loss=0.5138887420086875, test accuracy=0.7304999999999999

counter#107 epoch: 1, test mean loss=0.513992679184189, test accuracy=0.7335

counter#108 epoch: 1, test mean loss=0.5111647106082209, test accuracy=0.7340000000000001

counter#109 epoch: 1, test mean loss=0.5097116117884933, test accuracy=0.741

counter#110 epoch: 1, test mean loss=0.5050559246509694, test accuracy=0.74

counter#111 epoch: 1, test mean loss=0.5077448961091116, test accuracy=0.7345000000000002

counter#112 epoch: 1, test mean loss=0.5012144691039911, test accuracy=0.7469999999999999

counter#113 epoch: 1, test mean loss=0.4992441862053134, test accuracy=0.7444999999999999

counter#114 epoch: 1, test mean loss=0.4974609329844678, test accuracy=0.747

counter#115 epoch: 1, test mean loss=0.49590806989901964, test accuracy=0.7435

counter#116 epoch: 1, test mean loss=0.4947788754557183, test accuracy=0.7565000000000001

counter#117 epoch: 1, test mean loss=0.5000119758805489, test accuracy=0.7585000000000001

counter#118 epoch: 1, test mean loss=0.48908234117882976, test accuracy=0.762

counter#119 epoch: 1, test mean loss=0.487959102464904, test accuracy=0.7579999999999998

counter#120 epoch: 1, test mean loss=0.4892788209130277, test accuracy=0.76

counter#121 epoch: 1, test mean loss=0.4901487100215827, test accuracy=0.7605000000000001

counter#122 epoch: 1, test mean loss=0.48846510509366386, test accuracy=0.7585

counter#123 epoch: 1, test mean loss=0.4855280165301939, test accuracy=0.7629999999999999

counter#124 epoch: 1, test mean loss=0.484259233559276, test accuracy=0.772

counter#125 epoch: 1, test mean loss=0.4819537753070584, test accuracy=0.7605

counter#126 epoch: 1, test mean loss=0.4883009216046446, test accuracy=0.7715

counter#127 epoch: 1, test mean loss=0.48014233949168095, test accuracy=0.7635

counter#128 epoch: 1, test mean loss=0.4825451918195083, test accuracy=0.7605

counter#129 epoch: 1, test mean loss=0.481806557631541, test accuracy=0.764

counter#130 epoch: 1, test mean loss=0.4924119024924769, test accuracy=0.7639999999999999

counter#131 epoch: 1, test mean loss=0.48251461966798104, test accuracy=0.7665000000000002

counter#132 epoch: 1, test mean loss=0.4834381540004949, test accuracy=0.7620000000000002

counter#133 epoch: 1, test mean loss=0.47939963430843885, test accuracy=0.765

counter#134 epoch: 1, test mean loss=0.477495109142243, test accuracy=0.7669999999999999

counter#135 epoch: 1, test mean loss=0.4760323178311454, test accuracy=0.7645

counter#136 epoch: 1, test mean loss=0.47803929439678716, test accuracy=0.772

counter#137 epoch: 1, test mean loss=0.47432843568079175, test accuracy=0.7665

counter#138 epoch: 1, test mean loss=0.4742672009852916, test accuracy=0.7705

counter#139 epoch: 1, test mean loss=0.47152225239258116, test accuracy=0.772

counter#140 epoch: 1, test mean loss=0.4771697603590447, test accuracy=0.7735000000000001

counter#141 epoch: 1, test mean loss=0.4827121699491432, test accuracy=0.7679999999999999

counter#142 epoch: 1, test mean loss=0.47737019679884873, test accuracy=0.7700000000000001

counter#143 epoch: 1, test mean loss=0.47412872375103843, test accuracy=0.7779999999999999

counter#144 epoch: 1, test mean loss=0.4693828328134296, test accuracy=0.7740000000000001

counter#145 epoch: 1, test mean loss=0.46766259917472597, test accuracy=0.7745000000000001

counter#146 epoch: 1, test mean loss=0.4662596212157866, test accuracy=0.7765

counter#147 epoch: 1, test mean loss=0.467170512258408, test accuracy=0.7769999999999999

counter#148 epoch: 1, test mean loss=0.4679257803090059, test accuracy=0.7795000000000001

counter#149 epoch: 1, test mean loss=0.46638302182528213, test accuracy=0.7790000000000001

counter#150 epoch: 1, test mean loss=0.46963883548908314, test accuracy=0.7729999999999999

counter#151 epoch: 1, test mean loss=0.4723752919585304, test accuracy=0.7735

counter#152 epoch: 1, test mean loss=0.464083024414487, test accuracy=0.7769999999999999

counter#153 epoch: 1, test mean loss=0.4632701893250224, test accuracy=0.7765000000000001

counter#154 epoch: 1, test mean loss=0.461490697548541, test accuracy=0.7755000000000001

counter#155 epoch: 1, test mean loss=0.46289013076201335, test accuracy=0.7755000000000001

counter#156 epoch: 1, test mean loss=0.4679805704533534, test accuracy=0.775

counter#157 epoch: 1, test mean loss=0.46683432609361875, test accuracy=0.7725

counter#158 epoch: 1, test mean loss=0.46406522997597477, test accuracy=0.7760000000000001

counter#159 epoch: 1, test mean loss=0.46527404370220804, test accuracy=0.7795000000000001

counter#160 epoch: 1, test mean loss=0.4642501180770421, test accuracy=0.7705

counter#161 epoch: 1, test mean loss=0.4599035393938843, test accuracy=0.7795000000000001

counter#162 epoch: 1, test mean loss=0.474075203724755, test accuracy=0.7695000000000001

counter#163 epoch: 1, test mean loss=0.4681989328715046, test accuracy=0.7725000000000001

counter#164 epoch: 1, test mean loss=0.4602607581877778, test accuracy=0.7820000000000001

counter#165 epoch: 1, test mean loss=0.45919204816169373, test accuracy=0.782

counter#166 epoch: 1, test mean loss=0.45819613177645213, test accuracy=0.7830000000000001

counter#167 epoch: 1, test mean loss=0.455930026629518, test accuracy=0.789

counter#168 epoch: 1, test mean loss=0.45534464202235003, test accuracy=0.785

counter#169 epoch: 1, test mean loss=0.4547469788129147, test accuracy=0.7825000000000001

counter#170 epoch: 1, test mean loss=0.4543851239359829, test accuracy=0.7825000000000001

counter#171 epoch: 1, test mean loss=0.45504105307490006, test accuracy=0.7845000000000001

counter#172 epoch: 1, test mean loss=0.45278177250690926, test accuracy=0.7884999999999998

counter#173 epoch: 1, test mean loss=0.45382649197385394, test accuracy=0.786

counter#174 epoch: 1, test mean loss=0.45119958587173603, test accuracy=0.7924999999999999

counter#175 epoch: 1, test mean loss=0.45063258540169054, test accuracy=0.791

counter#176 epoch: 1, test mean loss=0.46558475812036776, test accuracy=0.7815

counter#177 epoch: 1, test mean loss=0.4518038423709626, test accuracy=0.7915

counter#178 epoch: 1, test mean loss=0.4494898517097635, test accuracy=0.7935

counter#179 epoch: 1, test mean loss=0.4477232360114799, test accuracy=0.797

counter#180 epoch: 2, test mean loss=0.44928971593511313, test accuracy=0.7889999999999999

counter#181 epoch: 2, test mean loss=0.44633738888649177, test accuracy=0.7915

counter#182 epoch: 2, test mean loss=0.45310755016865245, test accuracy=0.7875

counter#183 epoch: 2, test mean loss=0.44601101866765075, test accuracy=0.793

counter#184 epoch: 2, test mean loss=0.4475477131338379, test accuracy=0.79

counter#185 epoch: 2, test mean loss=0.44649857675496196, test accuracy=0.7915

counter#186 epoch: 2, test mean loss=0.45089154933287745, test accuracy=0.789

counter#187 epoch: 2, test mean loss=0.44641649426931707, test accuracy=0.7915000000000001

counter#188 epoch: 2, test mean loss=0.44580912805054335, test accuracy=0.79

counter#189 epoch: 2, test mean loss=0.44854050054628314, test accuracy=0.7860000000000001

counter#190 epoch: 2, test mean loss=0.4451462659471625, test accuracy=0.7835000000000001

counter#191 epoch: 2, test mean loss=0.4486510185267051, test accuracy=0.787

counter#192 epoch: 2, test mean loss=0.4435725099796143, test accuracy=0.7915

counter#193 epoch: 2, test mean loss=0.4432065026530589, test accuracy=0.797

counter#194 epoch: 2, test mean loss=0.4428543737982644, test accuracy=0.7945

counter#195 epoch: 2, test mean loss=0.45060234462708826, test accuracy=0.7909999999999999

counter#196 epoch: 2, test mean loss=0.4445162396265352, test accuracy=0.7949999999999998

counter#197 epoch: 2, test mean loss=0.4480591457444347, test accuracy=0.79

counter#198 epoch: 2, test mean loss=0.44277187078255187, test accuracy=0.7929999999999999

counter#199 epoch: 2, test mean loss=0.4429211103182181, test accuracy=0.7929999999999999

counter#200 epoch: 2, test mean loss=0.4389821201807034, test accuracy=0.7945

counter#201 epoch: 2, test mean loss=0.4402578928978884, test accuracy=0.7934999999999999

counter#202 epoch: 2, test mean loss=0.43865712612016994, test accuracy=0.7939999999999999

counter#203 epoch: 2, test mean loss=0.43879098663623123, test accuracy=0.7949999999999999

counter#204 epoch: 2, test mean loss=0.43876349065014447, test accuracy=0.7910000000000001

counter#205 epoch: 2, test mean loss=0.4383326167310175, test accuracy=0.7955000000000001

counter#206 epoch: 2, test mean loss=0.43949878787550506, test accuracy=0.7915000000000001

counter#207 epoch: 2, test mean loss=0.44019232316604684, test accuracy=0.8

counter#208 epoch: 2, test mean loss=0.4445576726139017, test accuracy=0.7955

counter#209 epoch: 2, test mean loss=0.43940858148581696, test accuracy=0.7954999999999999

counter#210 epoch: 2, test mean loss=0.43723301056574726, test accuracy=0.7995

counter#211 epoch: 2, test mean loss=0.44070942515574796, test accuracy=0.7955

counter#212 epoch: 2, test mean loss=0.4366085212726724, test accuracy=0.7985

counter#213 epoch: 2, test mean loss=0.44820519275872145, test accuracy=0.7925000000000001

counter#214 epoch: 2, test mean loss=0.44627695705596526, test accuracy=0.7989999999999999

counter#215 epoch: 2, test mean loss=0.4374097193688957, test accuracy=0.8035

counter#216 epoch: 2, test mean loss=0.4356777866296892, test accuracy=0.7965

counter#217 epoch: 2, test mean loss=0.43554882609285156, test accuracy=0.8015000000000001

counter#218 epoch: 2, test mean loss=0.44246034288765934, test accuracy=0.8020000000000002

counter#219 epoch: 2, test mean loss=0.4402888159220232, test accuracy=0.8049999999999999

counter#220 epoch: 2, test mean loss=0.4412430910573101, test accuracy=0.8045

counter#221 epoch: 2, test mean loss=0.44440713554302286, test accuracy=0.8025

counter#222 epoch: 2, test mean loss=0.43379600848628863, test accuracy=0.7975000000000002

counter#223 epoch: 2, test mean loss=0.43272627639827216, test accuracy=0.7985000000000002

counter#224 epoch: 2, test mean loss=0.4317340761974598, test accuracy=0.8005000000000002

counter#225 epoch: 2, test mean loss=0.4317382923434077, test accuracy=0.8085000000000001

counter#226 epoch: 2, test mean loss=0.4312917609688851, test accuracy=0.8035000000000002

counter#227 epoch: 2, test mean loss=0.4304573427208112, test accuracy=0.804

counter#228 epoch: 2, test mean loss=0.43316649997805434, test accuracy=0.8099999999999999

counter#229 epoch: 2, test mean loss=0.430394036883843, test accuracy=0.8085000000000001

counter#230 epoch: 2, test mean loss=0.43017526777400483, test accuracy=0.8065000000000001

counter#231 epoch: 2, test mean loss=0.43134126723120225, test accuracy=0.799

counter#232 epoch: 2, test mean loss=0.4354963679920664, test accuracy=0.8045

counter#233 epoch: 2, test mean loss=0.42915894800444476, test accuracy=0.8030000000000002

counter#234 epoch: 2, test mean loss=0.43223285472623607, test accuracy=0.8070000000000002

counter#235 epoch: 2, test mean loss=0.4295244920332336, test accuracy=0.8030000000000002

counter#236 epoch: 2, test mean loss=0.43450444006225386, test accuracy=0.8045000000000002

counter#237 epoch: 2, test mean loss=0.4295599244261796, test accuracy=0.8005000000000001

counter#238 epoch: 2, test mean loss=0.43227817874617225, test accuracy=0.7979999999999999

counter#239 epoch: 2, test mean loss=0.43054916250745007, test accuracy=0.7989999999999999

counter#240 epoch: 2, test mean loss=0.43004811212721694, test accuracy=0.7974999999999999

counter#241 epoch: 2, test mean loss=0.42933550413973903, test accuracy=0.8019999999999999

counter#242 epoch: 2, test mean loss=0.4279971487424117, test accuracy=0.8009999999999999

counter#243 epoch: 2, test mean loss=0.42830559032829696, test accuracy=0.8034999999999999

counter#244 epoch: 2, test mean loss=0.4309500474169184, test accuracy=0.805

counter#245 epoch: 2, test mean loss=0.4252418880098151, test accuracy=0.8010000000000002

counter#246 epoch: 2, test mean loss=0.4263285375423701, test accuracy=0.805

counter#247 epoch: 2, test mean loss=0.4311311490854255, test accuracy=0.8039999999999999

counter#248 epoch: 2, test mean loss=0.4280835538844947, test accuracy=0.8015000000000001

counter#249 epoch: 2, test mean loss=0.43049024001987773, test accuracy=0.8009999999999999

counter#250 epoch: 2, test mean loss=0.4300657571998296, test accuracy=0.8035000000000002

counter#251 epoch: 2, test mean loss=0.4359767971942447, test accuracy=0.8015000000000002

counter#252 epoch: 2, test mean loss=0.4339711655462083, test accuracy=0.8025000000000002

counter#253 epoch: 2, test mean loss=0.4265934131115145, test accuracy=0.8045

counter#254 epoch: 2, test mean loss=0.4261188317511895, test accuracy=0.8009999999999999

counter#255 epoch: 2, test mean loss=0.4244198830600312, test accuracy=0.8065

counter#256 epoch: 2, test mean loss=0.42321770061161706, test accuracy=0.804

counter#257 epoch: 2, test mean loss=0.42360772350367715, test accuracy=0.8065000000000001

counter#258 epoch: 2, test mean loss=0.4312842884420097, test accuracy=0.8

counter#259 epoch: 2, test mean loss=0.42791027892673605, test accuracy=0.8045

counter#260 epoch: 2, test mean loss=0.4319016550731921, test accuracy=0.8015000000000001

counter#261 epoch: 2, test mean loss=0.4371199033884284, test accuracy=0.796

counter#262 epoch: 2, test mean loss=0.43386312086547985, test accuracy=0.8015000000000001

counter#263 epoch: 2, test mean loss=0.4241217245070515, test accuracy=0.8030000000000002

counter#264 epoch: 2, test mean loss=0.42411044117772345, test accuracy=0.8029999999999999

counter#265 epoch: 2, test mean loss=0.4254768133148167, test accuracy=0.8034999999999999

counter#266 epoch: 2, test mean loss=0.42833152885245357, test accuracy=0.798

counter#267 epoch: 2, test mean loss=0.4236993062070229, test accuracy=0.8014999999999999

counter#268 epoch: 2, test mean loss=0.42498733202092626, test accuracy=0.8009999999999999

counter#269 epoch: 2, test mean loss=0.430938556889204, test accuracy=0.8009999999999999

counter#270 epoch: 2, test mean loss=0.441546185633675, test accuracy=0.7925000000000001

counter#271 epoch: 2, test mean loss=0.4387125839630717, test accuracy=0.7929999999999999

counter#272 epoch: 2, test mean loss=0.4264413798529829, test accuracy=0.8020000000000002

counter#273 epoch: 2, test mean loss=0.4252514415370105, test accuracy=0.8039999999999999

counter#274 epoch: 2, test mean loss=0.42553822899659705, test accuracy=0.8

counter#275 epoch: 2, test mean loss=0.42566396400518036, test accuracy=0.8

counter#276 epoch: 2, test mean loss=0.42632393643997685, test accuracy=0.797

counter#277 epoch: 2, test mean loss=0.42583336973689223, test accuracy=0.7955000000000001

counter#278 epoch: 2, test mean loss=0.42781401143954556, test accuracy=0.8

counter#279 epoch: 2, test mean loss=0.4264095121365708, test accuracy=0.7985

counter#280 epoch: 2, test mean loss=0.42915170959283555, test accuracy=0.7935000000000001

counter#281 epoch: 2, test mean loss=0.4390736766836226, test accuracy=0.7945

counter#282 epoch: 2, test mean loss=0.4346838294051188, test accuracy=0.7915000000000001

counter#283 epoch: 2, test mean loss=0.4321205547873972, test accuracy=0.7935000000000001

counter#284 epoch: 2, test mean loss=0.4283402561442176, test accuracy=0.797

counter#285 epoch: 2, test mean loss=0.4328876005967085, test accuracy=0.793

counter#286 epoch: 2, test mean loss=0.429105521870611, test accuracy=0.794

counter#287 epoch: 2, test mean loss=0.43084636968505363, test accuracy=0.7930000000000001

counter#288 epoch: 2, test mean loss=0.43265239669461336, test accuracy=0.7914999999999999

counter#289 epoch: 2, test mean loss=0.4325037197965318, test accuracy=0.7945

counter#290 epoch: 2, test mean loss=0.42810978763059004, test accuracy=0.7985

counter#291 epoch: 2, test mean loss=0.4284130391262916, test accuracy=0.7975000000000001

counter#292 epoch: 2, test mean loss=0.43125692548018313, test accuracy=0.8005000000000001

counter#293 epoch: 2, test mean loss=0.43064678074546564, test accuracy=0.7999999999999999

counter#294 epoch: 2, test mean loss=0.4297130073381849, test accuracy=0.8014999999999999

counter#295 epoch: 2, test mean loss=0.4299126503566687, test accuracy=0.8019999999999999

counter#296 epoch: 2, test mean loss=0.4298293215045238, test accuracy=0.8005000000000001

counter#297 epoch: 2, test mean loss=0.4407658638573306, test accuracy=0.792

counter#298 epoch: 2, test mean loss=0.43538918347448785, test accuracy=0.797

counter#299 epoch: 2, test mean loss=0.433476866595743, test accuracy=0.798

counter#300 epoch: 2, test mean loss=0.43178758350732166, test accuracy=0.7989999999999998

counter#301 epoch: 2, test mean loss=0.4340958118107873, test accuracy=0.7979999999999998

counter#302 epoch: 2, test mean loss=0.43081132602380007, test accuracy=0.8039999999999999

counter#303 epoch: 2, test mean loss=0.43119190858184686, test accuracy=0.8029999999999999

counter#304 epoch: 2, test mean loss=0.43101154009246906, test accuracy=0.8004999999999999

counter#305 epoch: 2, test mean loss=0.4306107301164442, test accuracy=0.7979999999999999

counter#306 epoch: 2, test mean loss=0.43414530410558577, test accuracy=0.7974999999999999

counter#307 epoch: 2, test mean loss=0.430386024810935, test accuracy=0.805

counter#308 epoch: 2, test mean loss=0.43248115635243617, test accuracy=0.8065

counter#309 epoch: 2, test mean loss=0.434015859542745, test accuracy=0.8065000000000001

counter#310 epoch: 2, test mean loss=0.4399709644187985, test accuracy=0.7939999999999998

counter#311 epoch: 2, test mean loss=0.43638012865356696, test accuracy=0.7939999999999998

counter#312 epoch: 2, test mean loss=0.4379178067835848, test accuracy=0.7969999999999998

counter#313 epoch: 2, test mean loss=0.4374516691001052, test accuracy=0.7994999999999999

counter#314 epoch: 2, test mean loss=0.44083160865238036, test accuracy=0.7964999999999999

counter#315 epoch: 2, test mean loss=0.4361079163786412, test accuracy=0.8039999999999999

counter#316 epoch: 2, test mean loss=0.43960886557507795, test accuracy=0.7979999999999998

counter#317 epoch: 2, test mean loss=0.43912438532520665, test accuracy=0.806

counter#318 epoch: 2, test mean loss=0.43899108176333457, test accuracy=0.8055

counter#319 epoch: 2, test mean loss=0.4360186841392107, test accuracy=0.8095000000000002

counter#320 epoch: 2, test mean loss=0.443279891740774, test accuracy=0.798

counter#321 epoch: 2, test mean loss=0.45297467634377286, test accuracy=0.7915

counter#322 epoch: 2, test mean loss=0.45126174238873495, test accuracy=0.7965

counter#323 epoch: 2, test mean loss=0.4412175434373709, test accuracy=0.799

counter#324 epoch: 2, test mean loss=0.4426144298880109, test accuracy=0.8025

counter#325 epoch: 2, test mean loss=0.4455913749751514, test accuracy=0.8009999999999999

counter#326 epoch: 2, test mean loss=0.44493901183209605, test accuracy=0.7960000000000002

counter#327 epoch: 2, test mean loss=0.44546383585530086, test accuracy=0.7989999999999999

counter#328 epoch: 2, test mean loss=0.4477334926626585, test accuracy=0.8005000000000001

counter#329 epoch: 2, test mean loss=0.4482061866465276, test accuracy=0.798

counter#330 epoch: 2, test mean loss=0.44103372878912134, test accuracy=0.8065

counter#331 epoch: 2, test mean loss=0.44427635061481807, test accuracy=0.806

counter#332 epoch: 2, test mean loss=0.4419123016863706, test accuracy=0.807

counter#333 epoch: 2, test mean loss=0.44245419515685314, test accuracy=0.8059999999999998

counter#334 epoch: 2, test mean loss=0.4432390221604945, test accuracy=0.8094999999999999

counter#335 epoch: 2, test mean loss=0.4441928208425268, test accuracy=0.8049999999999999

counter#336 epoch: 2, test mean loss=0.4455175153324406, test accuracy=0.7935000000000001

counter#337 epoch: 2, test mean loss=0.44418076196721756, test accuracy=0.7905

counter#338 epoch: 2, test mean loss=0.4448489436605286, test accuracy=0.7920000000000001

counter#339 epoch: 2, test mean loss=0.43769903331378857, test accuracy=0.8004999999999999

counter#340 epoch: 2, test mean loss=0.44131823291250905, test accuracy=0.7935000000000001

counter#341 epoch: 2, test mean loss=0.43530579618952336, test accuracy=0.7995

counter#342 epoch: 2, test mean loss=0.44635476463642487, test accuracy=0.782

counter#343 epoch: 2, test mean loss=0.4394809637545148, test accuracy=0.7885000000000001

counter#344 epoch: 2, test mean loss=0.4311393962028883, test accuracy=0.8

counter#345 epoch: 2, test mean loss=0.43134955361689126, test accuracy=0.8

counter#346 epoch: 2, test mean loss=0.4332143610520278, test accuracy=0.8004999999999999

counter#347 epoch: 2, test mean loss=0.4350778169736363, test accuracy=0.805

counter#348 epoch: 2, test mean loss=0.434545154183139, test accuracy=0.8030000000000002

counter#349 epoch: 2, test mean loss=0.4355573761772538, test accuracy=0.8014999999999999

counter#350 epoch: 2, test mean loss=0.43294329397641385, test accuracy=0.805

counter#351 epoch: 2, test mean loss=0.43099734665057643, test accuracy=0.8045000000000002

counter#352 epoch: 2, test mean loss=0.43280752249474697, test accuracy=0.8009999999999999

counter#353 epoch: 2, test mean loss=0.4380173641380842, test accuracy=0.7970000000000002

counter#354 epoch: 2, test mean loss=0.43332629948335405, test accuracy=0.8025000000000002

counter#355 epoch: 2, test mean loss=0.43306020294301983, test accuracy=0.8025

counter#356 epoch: 2, test mean loss=0.4416977057719299, test accuracy=0.7940000000000002

counter#357 epoch: 2, test mean loss=0.43715270738081563, test accuracy=0.796

counter#358 epoch: 2, test mean loss=0.43522562742783216, test accuracy=0.798

