C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/charscnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)
counter#297  epoch: 1, test mean loss=0.5081326972435707, test accuracy=0.7430000000000001

counter#298  epoch: 1, test mean loss=0.5113968124309185, test accuracy=0.7395000000000005

counter#299  epoch: 1, test mean loss=0.5071997735534688, test accuracy=0.7415000000000002

counter#300  epoch: 1, test mean loss=0.5101257454900897, test accuracy=0.7380000000000001

counter#301  epoch: 1, test mean loss=0.5100382362372237, test accuracy=0.7384999999999999

counter#302  epoch: 1, test mean loss=0.5105977096840773, test accuracy=0.7365

counter#303  epoch: 1, test mean loss=0.5060644240847494, test accuracy=0.7405000000000002

counter#304  epoch: 1, test mean loss=0.5028842447754157, test accuracy=0.7445

counter#305  epoch: 1, test mean loss=0.5036552594617976, test accuracy=0.7405000000000002

counter#306  epoch: 1, test mean loss=0.5020879898129964, test accuracy=0.7484999999999999

counter#307  epoch: 1, test mean loss=0.5027511313473775, test accuracy=0.753

counter#308  epoch: 1, test mean loss=0.5033545462355318, test accuracy=0.7550000000000003

counter#309  epoch: 1, test mean loss=0.49967448281219523, test accuracy=0.7574999999999998

counter#310  epoch: 1, test mean loss=0.49894678058614395, test accuracy=0.7504999999999997

counter#311  epoch: 1, test mean loss=0.49909279971804354, test accuracy=0.7519999999999999

counter#312  epoch: 1, test mean loss=0.5011626627199611, test accuracy=0.7575000000000002

counter#313  epoch: 1, test mean loss=0.504939840583809, test accuracy=0.7560000000000003

counter#314  epoch: 1, test mean loss=0.49756080648287765, test accuracy=0.7574999999999998

counter#315  epoch: 1, test mean loss=0.49749994487321514, test accuracy=0.7609999999999999

counter#316  epoch: 1, test mean loss=0.5046981024919877, test accuracy=0.7600000000000005

counter#317  epoch: 1, test mean loss=0.4991785273851799, test accuracy=0.7625000000000006

counter#318  epoch: 1, test mean loss=0.5020654898988524, test accuracy=0.7595000000000006

counter#319  epoch: 1, test mean loss=0.49843743283888076, test accuracy=0.7590000000000005

counter#320  epoch: 1, test mean loss=0.49772871176930233, test accuracy=0.7590000000000005

counter#321  epoch: 1, test mean loss=0.4947129584025071, test accuracy=0.759

counter#322  epoch: 1, test mean loss=0.4937101936901702, test accuracy=0.7594999999999998

counter#323  epoch: 1, test mean loss=0.4932918089292962, test accuracy=0.7579999999999997

counter#324  epoch: 1, test mean loss=0.492885801080657, test accuracy=0.7605000000000004

counter#325  epoch: 1, test mean loss=0.4930113219415847, test accuracy=0.7610000000000003

counter#326  epoch: 1, test mean loss=0.4932577511517524, test accuracy=0.7620000000000005

counter#327  epoch: 1, test mean loss=0.4926577244982992, test accuracy=0.7625000000000003

counter#328  epoch: 1, test mean loss=0.49690803717531123, test accuracy=0.7585000000000006

counter#329  epoch: 1, test mean loss=0.49128372228905737, test accuracy=0.7645000000000001

counter#330  epoch: 1, test mean loss=0.4946817862183616, test accuracy=0.7640000000000008

counter#331  epoch: 1, test mean loss=0.4931374245947036, test accuracy=0.7680000000000007

counter#332  epoch: 1, test mean loss=0.5005983054085662, test accuracy=0.7570000000000003

counter#333  epoch: 1, test mean loss=0.5006114891569982, test accuracy=0.7585000000000004

counter#334  epoch: 1, test mean loss=0.4964359606484044, test accuracy=0.7615000000000005

counter#335  epoch: 1, test mean loss=0.4917955715806266, test accuracy=0.7645000000000001

counter#336  epoch: 1, test mean loss=0.49467174370034706, test accuracy=0.765

counter#337  epoch: 1, test mean loss=0.49728370578521175, test accuracy=0.7625000000000004

counter#338  epoch: 1, test mean loss=0.5058897913541894, test accuracy=0.7525000000000006

counter#339  epoch: 1, test mean loss=0.5010608393147227, test accuracy=0.7620000000000006

counter#340  epoch: 1, test mean loss=0.5020056362732817, test accuracy=0.7615000000000005

counter#341  epoch: 1, test mean loss=0.5141054859010665, test accuracy=0.7445000000000002

counter#342  epoch: 1, test mean loss=0.5114115336076894, test accuracy=0.7520000000000002

counter#343  epoch: 1, test mean loss=0.5212604629876991, test accuracy=0.7385

counter#344  epoch: 1, test mean loss=0.5080425141769124, test accuracy=0.7560000000000001

counter#345  epoch: 1, test mean loss=0.4988323120208782, test accuracy=0.7645000000000003

counter#346  epoch: 1, test mean loss=0.5089064828543524, test accuracy=0.7555000000000003

counter#347  epoch: 1, test mean loss=0.4993611346791626, test accuracy=0.7665000000000005

counter#348  epoch: 1, test mean loss=0.4994466000450663, test accuracy=0.7670000000000003

counter#349  epoch: 1, test mean loss=0.49252288182140624, test accuracy=0.7690000000000003

counter#350  epoch: 1, test mean loss=0.49205354916961086, test accuracy=0.7685000000000004

counter#351  epoch: 1, test mean loss=0.48749902517356936, test accuracy=0.7670000000000003

counter#352  epoch: 1, test mean loss=0.48714486865905954, test accuracy=0.7670000000000001

counter#353  epoch: 1, test mean loss=0.4874752311088965, test accuracy=0.7670000000000006

counter#354  epoch: 1, test mean loss=0.48775392949331253, test accuracy=0.7705000000000005

counter#355  epoch: 1, test mean loss=0.48814548629574955, test accuracy=0.7720000000000005

counter#356  epoch: 1, test mean loss=0.4873820211859099, test accuracy=0.7725000000000005

counter#357  epoch: 1, test mean loss=0.4893662226054552, test accuracy=0.7770000000000004

counter#358  epoch: 1, test mean loss=0.48678934184996486, test accuracy=0.7705000000000005

counter#359  epoch: 1, test mean loss=0.4866446734333627, test accuracy=0.7680000000000003

counter#360  epoch: 1, test mean loss=0.48746021563188946, test accuracy=0.7620000000000005

counter#361  epoch: 1, test mean loss=0.48813006044162344, test accuracy=0.7600000000000002

counter#362  epoch: 1, test mean loss=0.48983985253422135, test accuracy=0.7550000000000004

counter#363  epoch: 1, test mean loss=0.4947658923249134, test accuracy=0.7475000000000006

counter#364  epoch: 1, test mean loss=0.48959626992786043, test accuracy=0.7585000000000005

counter#365  epoch: 1, test mean loss=0.4928092251754785, test accuracy=0.7515000000000006

counter#366  epoch: 1, test mean loss=0.4899090483940626, test accuracy=0.7570000000000006

counter#367  epoch: 1, test mean loss=0.49145911791667674, test accuracy=0.7525000000000006

counter#368  epoch: 1, test mean loss=0.4885720144752981, test accuracy=0.7560000000000003

counter#369  epoch: 1, test mean loss=0.49161270944873825, test accuracy=0.7560000000000006

counter#370  epoch: 1, test mean loss=0.4925461733246613, test accuracy=0.7525000000000006

counter#371  epoch: 1, test mean loss=0.4903602114855437, test accuracy=0.7555000000000005

counter#372  epoch: 1, test mean loss=0.4921900357981158, test accuracy=0.7510000000000003

counter#373  epoch: 1, test mean loss=0.48560928602523545, test accuracy=0.7670000000000006

counter#374  epoch: 1, test mean loss=0.48540860305807226, test accuracy=0.7670000000000006

counter#375  epoch: 1, test mean loss=0.485700147090781, test accuracy=0.7685000000000008

counter#376  epoch: 1, test mean loss=0.485330496711565, test accuracy=0.7715000000000006

counter#377  epoch: 1, test mean loss=0.48529891436989997, test accuracy=0.7690000000000006

counter#378  epoch: 1, test mean loss=0.4860409264544267, test accuracy=0.7680000000000002

counter#379  epoch: 1, test mean loss=0.4844548452992, test accuracy=0.7715000000000006

counter#380  epoch: 1, test mean loss=0.4859334628706107, test accuracy=0.7685000000000005

counter#381  epoch: 1, test mean loss=0.4909679383449161, test accuracy=0.7715000000000005

counter#382  epoch: 1, test mean loss=0.4901458444067614, test accuracy=0.7730000000000004

counter#383  epoch: 1, test mean loss=0.4851465015370243, test accuracy=0.7680000000000007

counter#384  epoch: 1, test mean loss=0.4850600788401866, test accuracy=0.7695000000000006

counter#385  epoch: 1, test mean loss=0.48363915984790906, test accuracy=0.7715000000000007

counter#386  epoch: 1, test mean loss=0.48395658327489427, test accuracy=0.7655000000000005

counter#387  epoch: 1, test mean loss=0.48640635778452773, test accuracy=0.7720000000000004

counter#388  epoch: 1, test mean loss=0.4849893116598563, test accuracy=0.7745000000000004

counter#389  epoch: 1, test mean loss=0.4853769760804483, test accuracy=0.7720000000000004

counter#390  epoch: 1, test mean loss=0.48346043969930386, test accuracy=0.7725000000000003

counter#391  epoch: 1, test mean loss=0.4822772583263192, test accuracy=0.7725000000000004

counter#392  epoch: 1, test mean loss=0.48628380308633545, test accuracy=0.7705000000000001

counter#393  epoch: 1, test mean loss=0.48286495571700283, test accuracy=0.7685000000000005

counter#394  epoch: 1, test mean loss=0.48259537126837043, test accuracy=0.7665000000000006

counter#395  epoch: 1, test mean loss=0.4812217019980655, test accuracy=0.7695000000000006

counter#396  epoch: 1, test mean loss=0.4816571419658174, test accuracy=0.7685000000000005

counter#397  epoch: 1, test mean loss=0.4811580835262989, test accuracy=0.7685000000000005

counter#398  epoch: 1, test mean loss=0.48046616544104587, test accuracy=0.7695000000000004

counter#399  epoch: 1, test mean loss=0.4799939751291422, test accuracy=0.7715000000000006

counter#400  epoch: 1, test mean loss=0.47857774492556826, test accuracy=0.7715000000000003

counter#401  epoch: 1, test mean loss=0.48011674124461173, test accuracy=0.7710000000000004

counter#402  epoch: 1, test mean loss=0.4821532706018046, test accuracy=0.7690000000000003

counter#403  epoch: 1, test mean loss=0.48945428069267227, test accuracy=0.7609999999999998

counter#404  epoch: 1, test mean loss=0.48226219159765515, test accuracy=0.7700000000000002

counter#405  epoch: 1, test mean loss=0.4789438687019805, test accuracy=0.7760000000000002

counter#406  epoch: 1, test mean loss=0.4771198463858832, test accuracy=0.7750000000000005

counter#407  epoch: 1, test mean loss=0.4770586520111688, test accuracy=0.7750000000000002

counter#408  epoch: 1, test mean loss=0.47632633658261886, test accuracy=0.7745000000000004

counter#409  epoch: 1, test mean loss=0.48321273140426557, test accuracy=0.7750000000000005

counter#410  epoch: 1, test mean loss=0.47991704798239515, test accuracy=0.7800000000000005

counter#411  epoch: 1, test mean loss=0.4778091901589469, test accuracy=0.7805000000000004

counter#412  epoch: 1, test mean loss=0.48044074190244496, test accuracy=0.7795000000000004

counter#413  epoch: 1, test mean loss=0.4794158911327871, test accuracy=0.7800000000000002

counter#414  epoch: 1, test mean loss=0.4802023780374527, test accuracy=0.7805000000000005

counter#415  epoch: 1, test mean loss=0.4797523073764085, test accuracy=0.7805000000000005

counter#416  epoch: 1, test mean loss=0.4829681631436855, test accuracy=0.7780000000000007

counter#417  epoch: 1, test mean loss=0.481596469670934, test accuracy=0.7790000000000008

counter#418  epoch: 1, test mean loss=0.48071519558240433, test accuracy=0.7815000000000007

counter#419  epoch: 1, test mean loss=0.48589694249434934, test accuracy=0.7720000000000006

counter#420  epoch: 1, test mean loss=0.48472000866576537, test accuracy=0.7740000000000008

counter#421  epoch: 1, test mean loss=0.4782893379485078, test accuracy=0.7820000000000004

counter#422  epoch: 1, test mean loss=0.4748560259341011, test accuracy=0.7735000000000005

counter#423  epoch: 1, test mean loss=0.47406289673298624, test accuracy=0.7745000000000006

counter#424  epoch: 1, test mean loss=0.4746292914028289, test accuracy=0.7740000000000008

counter#425  epoch: 1, test mean loss=0.4735536353458098, test accuracy=0.7745000000000007

counter#426  epoch: 1, test mean loss=0.473291273633625, test accuracy=0.7735000000000002

counter#427  epoch: 1, test mean loss=0.47443906772565225, test accuracy=0.7720000000000004

counter#428  epoch: 1, test mean loss=0.4733911158352316, test accuracy=0.7720000000000004

counter#429  epoch: 1, test mean loss=0.4751485356014343, test accuracy=0.7715000000000005

counter#430  epoch: 1, test mean loss=0.4735945163627703, test accuracy=0.7735000000000005

counter#431  epoch: 1, test mean loss=0.473334324771041, test accuracy=0.7730000000000004

counter#432  epoch: 1, test mean loss=0.4725329195454629, test accuracy=0.7745000000000006

counter#433  epoch: 1, test mean loss=0.4734768571990549, test accuracy=0.7755000000000005

counter#434  epoch: 1, test mean loss=0.47289477661467905, test accuracy=0.7770000000000006

counter#435  epoch: 1, test mean loss=0.47311649972613345, test accuracy=0.7725000000000004

counter#436  epoch: 1, test mean loss=0.4726972931752956, test accuracy=0.7760000000000005

counter#437  epoch: 1, test mean loss=0.47241614782057906, test accuracy=0.7765000000000005

counter#438  epoch: 1, test mean loss=0.4727069494661796, test accuracy=0.7740000000000005

counter#439  epoch: 1, test mean loss=0.4724398867303772, test accuracy=0.7780000000000008

counter#440  epoch: 1, test mean loss=0.47552441073860957, test accuracy=0.7725000000000007

counter#441  epoch: 1, test mean loss=0.4737135568236948, test accuracy=0.7765000000000007

counter#442  epoch: 1, test mean loss=0.47791833747913726, test accuracy=0.7765000000000005

counter#443  epoch: 1, test mean loss=0.4810669928981018, test accuracy=0.7745000000000006

counter#444  epoch: 1, test mean loss=0.47239521921109934, test accuracy=0.7805000000000009

counter#445  epoch: 1, test mean loss=0.47178599588820624, test accuracy=0.7810000000000008

counter#446  epoch: 1, test mean loss=0.47353682368074884, test accuracy=0.7765000000000007

counter#447  epoch: 1, test mean loss=0.4716780189554736, test accuracy=0.7805000000000006

counter#448  epoch: 1, test mean loss=0.47182070543881705, test accuracy=0.7785000000000005

counter#449  epoch: 1, test mean loss=0.4734052576129355, test accuracy=0.7700000000000002

counter#450  epoch: 1, test mean loss=0.4724583193677253, test accuracy=0.7700000000000005

counter#451  epoch: 1, test mean loss=0.47087064815048246, test accuracy=0.7745000000000006

counter#452  epoch: 1, test mean loss=0.47004797915924157, test accuracy=0.7730000000000006

counter#453  epoch: 1, test mean loss=0.4694616916520924, test accuracy=0.7775000000000005

counter#454  epoch: 1, test mean loss=0.4687188584580844, test accuracy=0.7775000000000005

counter#455  epoch: 1, test mean loss=0.46831972190033655, test accuracy=0.7765000000000007

counter#456  epoch: 1, test mean loss=0.46787424023948, test accuracy=0.7760000000000007

counter#457  epoch: 1, test mean loss=0.46866079386759774, test accuracy=0.7755000000000006

counter#458  epoch: 1, test mean loss=0.47016838927411475, test accuracy=0.7725000000000004

counter#459  epoch: 1, test mean loss=0.4693335247877547, test accuracy=0.7740000000000006

counter#460  epoch: 1, test mean loss=0.46969906597748934, test accuracy=0.7805000000000009

counter#461  epoch: 1, test mean loss=0.4705537728368389, test accuracy=0.7700000000000006

counter#462  epoch: 1, test mean loss=0.474425101235979, test accuracy=0.7695000000000006

counter#463  epoch: 1, test mean loss=0.47444241631531825, test accuracy=0.7675000000000005

counter#464  epoch: 1, test mean loss=0.47241602165037044, test accuracy=0.7695000000000007

counter#465  epoch: 1, test mean loss=0.4686055884470969, test accuracy=0.7710000000000005

counter#466  epoch: 1, test mean loss=0.46830941751409805, test accuracy=0.7720000000000005

counter#467  epoch: 1, test mean loss=0.4678309562207144, test accuracy=0.7735000000000006

counter#468  epoch: 1, test mean loss=0.46767100671047607, test accuracy=0.7785000000000006

counter#469  epoch: 1, test mean loss=0.46969649546204045, test accuracy=0.7720000000000004

counter#470  epoch: 1, test mean loss=0.46813124568911957, test accuracy=0.7820000000000001

counter#471  epoch: 1, test mean loss=0.4672826530160107, test accuracy=0.7805000000000004

counter#472  epoch: 1, test mean loss=0.4695815745781816, test accuracy=0.7830000000000004

counter#473  epoch: 1, test mean loss=0.4706102730125694, test accuracy=0.7790000000000005

counter#474  epoch: 1, test mean loss=0.4699299886022274, test accuracy=0.7805000000000005

counter#475  epoch: 1, test mean loss=0.4752594104952349, test accuracy=0.7805000000000005

counter#476  epoch: 1, test mean loss=0.476754214603335, test accuracy=0.7820000000000006

counter#477  epoch: 1, test mean loss=0.4687639353882633, test accuracy=0.7795000000000004

counter#478  epoch: 1, test mean loss=0.4681924333963777, test accuracy=0.7770000000000005

counter#479  epoch: 1, test mean loss=0.46779169424451716, test accuracy=0.7780000000000002

counter#480  epoch: 1, test mean loss=0.47608484725170347, test accuracy=0.7795000000000003

counter#481  epoch: 1, test mean loss=0.474501130220754, test accuracy=0.7805000000000001

counter#482  epoch: 1, test mean loss=0.47557040859833827, test accuracy=0.7819999999999999

counter#483  epoch: 1, test mean loss=0.47366784425019254, test accuracy=0.7820000000000001

counter#484  epoch: 1, test mean loss=0.4699384585224501, test accuracy=0.7805000000000003

counter#485  epoch: 1, test mean loss=0.47384255103240036, test accuracy=0.7865000000000005
